Country,Vessel,Cruise,Log,Year,Month,Day,Species,ChUppDepth,ChLowDepth,SA
NL,PBVO,HERAS2015,426,2015,6,30,HER,0,50,86.27
NL,PBVO,HERAS2015,426,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,426,2015,6,30,HER,100,150,35.72
NL,PBVO,HERAS2015,427,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,427,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,427,2015,6,30,HER,100,150,65.63
NL,PBVO,HERAS2015,428,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,428,2015,6,30,HER,50,100,0.67
NL,PBVO,HERAS2015,428,2015,6,30,HER,100,150,38.15
NL,PBVO,HERAS2015,429,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,429,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,429,2015,6,30,HER,100,150,38.72
NL,PBVO,HERAS2015,430,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,430,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,430,2015,6,30,HER,100,150,46.33
NL,PBVO,HERAS2015,431,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,431,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,431,2015,6,30,HER,100,150,207.39
NL,PBVO,HERAS2015,432,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,432,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,432,2015,6,30,HER,100,150,57.78
NL,PBVO,HERAS2015,433,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,433,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,433,2015,6,30,HER,100,150,610.39
NL,PBVO,HERAS2015,434,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,434,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,434,2015,6,30,HER,100,150,76.06
NL,PBVO,HERAS2015,435,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,435,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,435,2015,6,30,HER,100,150,43.97
NL,PBVO,HERAS2015,436,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,436,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,436,2015,6,30,HER,100,150,7.9
NL,PBVO,HERAS2015,437,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,437,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,437,2015,6,30,HER,100,150,23.67
NL,PBVO,HERAS2015,438,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,438,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,438,2015,6,30,HER,100,150,13.98
NL,PBVO,HERAS2015,439,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,439,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,439,2015,6,30,HER,100,150,60.16
NL,PBVO,HERAS2015,440,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,440,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,440,2015,6,30,HER,100,150,22.04
NL,PBVO,HERAS2015,441,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,441,2015,6,30,HER,50,100,15.34
NL,PBVO,HERAS2015,441,2015,6,30,HER,100,150,26.52
NL,PBVO,HERAS2015,442,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,442,2015,6,30,HER,50,100,71.74
NL,PBVO,HERAS2015,442,2015,6,30,HER,100,150,35.76
NL,PBVO,HERAS2015,443,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,443,2015,6,30,HER,50,100,152.55
NL,PBVO,HERAS2015,444,2015,6,30,HER,0,50,0.28
NL,PBVO,HERAS2015,444,2015,6,30,HER,50,100,149.47
NL,PBVO,HERAS2015,445,2015,6,30,HER,0,50,0.37
NL,PBVO,HERAS2015,445,2015,6,30,HER,50,100,19.55
NL,PBVO,HERAS2015,446,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,446,2015,6,30,HER,50,100,18.81
NL,PBVO,HERAS2015,447,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,447,2015,6,30,HER,50,100,24.9
NL,PBVO,HERAS2015,448,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,448,2015,6,30,HER,50,100,51.03
NL,PBVO,HERAS2015,449,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,449,2015,6,30,HER,50,100,604.3
NL,PBVO,HERAS2015,450,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,450,2015,6,30,HER,50,100,40.85
NL,PBVO,HERAS2015,451,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,451,2015,6,30,HER,50,100,557.38
NL,PBVO,HERAS2015,452,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,452,2015,6,30,HER,50,100,0.09
NL,PBVO,HERAS2015,453,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,453,2015,6,30,HER,50,100,15.01
NL,PBVO,HERAS2015,454,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,454,2015,6,30,HER,50,100,0.32
NL,PBVO,HERAS2015,455,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,455,2015,6,30,HER,50,100,5.36
NL,PBVO,HERAS2015,456,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,456,2015,6,30,HER,50,100,2.83
NL,PBVO,HERAS2015,457,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,457,2015,6,30,HER,50,100,7.61
NL,PBVO,HERAS2015,458,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,458,2015,6,30,HER,50,100,13.17
NL,PBVO,HERAS2015,459,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,459,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,460,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,460,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,461,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,461,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,462,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,462,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,463,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,463,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,464,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,464,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,465,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,465,2015,6,30,HER,50,100,7.64
NL,PBVO,HERAS2015,466,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,466,2015,6,30,HER,50,100,1.53
NL,PBVO,HERAS2015,467,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,467,2015,6,30,HER,50,100,6.96
NL,PBVO,HERAS2015,468,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,468,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,469,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,469,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,470,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,470,2015,6,30,HER,50,100,61.28
NL,PBVO,HERAS2015,470,2015,6,30,HER,100,150,0
NL,PBVO,HERAS2015,471,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,471,2015,6,30,HER,50,100,356.07
